"Date","KO.Close"
2015-01-01,42.1399993896484
2015-01-04,42.1399993896484
2015-01-05,42.4599990844727
2015-01-06,42.9900016784668
2015-01-07,43.5099983215332
2015-01-08,43.0299987792969
2015-01-11,42.6399993896484
2015-01-12,42.6300010681152
2015-01-13,42.560001373291
2015-01-14,42.3800010681152
2015-01-15,42.5299987792969
2015-01-19,43.1599998474121
2015-01-20,43.3600006103516
2015-01-21,43.7799987792969
2015-01-22,43.310001373291
2015-01-25,43
2015-01-26,42.3899993896484
2015-01-27,41.9199981689453
2015-01-28,42.0999984741211
2015-01-29,41.1699981689453
2015-02-01,41.5900001525879
2015-02-02,41.6300010681152
2015-02-03,41.6800003051758
2015-02-04,41.7900009155273
2015-02-05,41.4500007629395
2015-02-08,41.2299995422363
2015-02-09,42.4000015258789
2015-02-10,42.3699989318848
2015-02-11,42.1699981689453
2015-02-12,41.9900016784668
2015-02-16,41.810001373291
2015-02-17,41.7299995422363
2015-02-18,42.1100006103516
2015-02-19,41.9700012207031
2015-02-22,41.8499984741211
2015-02-23,42.1300010681152
2015-02-24,42.0499992370605
2015-02-25,42.4599990844727
2015-02-26,43.2999992370605
2015-03-01,43.2000007629395
2015-03-02,42.9500007629395
2015-03-03,42.5
2015-03-04,42.4000015258789
2015-03-05,41.5200004577637
2015-03-08,41.3899993896484
2015-03-09,40.689998626709
2015-03-10,40.0999984741211
2015-03-11,40.5699996948242
2015-03-12,39.9099998474121
2015-03-15,40.2900009155273
2015-03-16,40.5099983215332
2015-03-17,40.5999984741211
2015-03-18,40.0200004577637
2015-03-19,40.6500015258789
2015-03-22,40.6199989318848
2015-03-23,40.4700012207031
2015-03-24,40.4500007629395
2015-03-25,40.3499984741211
2015-03-26,40.0800018310547
2015-03-29,40.5099983215332
2015-03-30,40.5499992370605
2015-03-31,40.6800003051758
2015-04-01,40.6800003051758
2015-04-05,41.1699981689453
2015-04-06,41.0099983215332
2015-04-07,40.8899993896484
2015-04-08,41.0499992370605
2015-04-09,40.8800010681152
2015-04-12,40.7000007629395
2015-04-13,40.5099983215332
2015-04-14,40.4000015258789
2015-04-15,40.5999984741211
2015-04-16,40.2999992370605
2015-04-19,40.6599998474121
2015-04-20,40.7799987792969
2015-04-21,41.310001373291
2015-04-22,40.9500007629395
2015-04-23,40.8899993896484
2015-04-26,40.8300018310547
2015-04-27,40.7700004577637
2015-04-28,40.4900016784668
2015-04-29,40.560001373291
2015-04-30,40.9099998474121
2015-05-03,40.9599990844727
2015-05-04,40.75
2015-05-05,40.6599998474121
2015-05-06,40.7000007629395
2015-05-07,40.9799995422363
2015-05-10,40.939998626709
2015-05-11,40.689998626709
2015-05-12,41.0499992370605
2015-05-13,41.5
2015-05-14,41.5200004577637
2015-05-17,41.3199996948242
2015-05-18,41.310001373291
2015-05-19,41.3499984741211
2015-05-20,41.2299995422363
2015-05-21,41.2099990844727
2015-05-25,40.9900016784668
2015-05-26,41.1199989318848
2015-05-27,41.1399993896484
2015-05-28,40.9599990844727
2015-05-31,40.939998626709
2015-06-01,40.9900016784668
2015-06-02,40.8699989318848
2015-06-03,40.5900001525879
2015-06-04,40.0999984741211
2015-06-07,40.1599998474121
2015-06-08,40.2000007629395
2015-06-09,40.3300018310547
2015-06-10,40.0999984741211
2015-06-11,39.9599990844727
2015-06-14,39.5900001525879
2015-06-15,40.0800018310547
2015-06-16,40.2700004577637
2015-06-17,40.6500015258789
2015-06-18,40.4000015258789
2015-06-21,40.4799995422363
2015-06-22,40.3800010681152
2015-06-23,40.189998626709
2015-06-24,40.0200004577637
2015-06-25,40
2015-06-28,39.4000015258789
2015-06-29,39.2299995422363
2015-06-30,39.5
2015-07-01,39.4900016784668
2015-07-05,39.4199981689453
2015-07-06,40.25
2015-07-07,39.8600006103516
2015-07-08,39.9199981689453
2015-07-09,40.3899993896484
2015-07-12,40.6599998474121
2015-07-13,41.1699981689453
2015-07-14,41.1300010681152
2015-07-15,41.4799995422363
2015-07-16,41.25
2015-07-19,41.3800010681152
2015-07-20,41.189998626709
2015-07-21,40.9000015258789
2015-07-22,40.8400001525879
2015-07-23,40.439998626709
2015-07-26,40.5400009155273
2015-07-27,40.5499992370605
2015-07-28,40.5900001525879
2015-07-29,40.560001373291
2015-07-30,41.0800018310547
2015-08-02,41.5400009155273
2015-08-03,41.8499984741211
2015-08-04,42.1199989318848
2015-08-05,41.9199981689453
2015-08-06,41.7700004577637
2015-08-09,41.6800003051758
2015-08-10,41.4799995422363
2015-08-11,41.2599983215332
2015-08-12,41.0999984741211
2015-08-13,41.25
2015-08-16,41.3499984741211
2015-08-17,41.2999992370605
2015-08-18,40.7799987792969
2015-08-19,40.5499992370605
2015-08-20,39.5299987792969
2015-08-23,38.3800010681152
2015-08-24,37.9900016784668
2015-08-25,38.7299995422363
2015-08-26,39.2700004577637
2015-08-27,39.4500007629395
2015-08-30,39.3199996948242
2015-08-31,38.75
2015-09-01,38.9000015258789
2015-09-02,39.1599998474121
2015-09-03,38.5200004577637
2015-09-07,38.9000015258789
2015-09-08,38.2999992370605
2015-09-09,38.4199981689453
2015-09-10,38.1300010681152
2015-09-13,38.0999984741211
2015-09-14,38.5
2015-09-15,39.1500015258789
2015-09-16,39.3800010681152
2015-09-17,38.9799995422363
2015-09-20,39.189998626709
2015-09-21,38.7900009155273
2015-09-22,38.7599983215332
2015-09-23,39.1500015258789
2015-09-24,39.6199989318848
2015-09-27,39.5299987792969
2015-09-28,39.6599998474121
2015-09-29,40.1199989318848
2015-09-30,39.7999992370605
2015-10-01,40.3899993896484
2015-10-04,41.0099983215332
2015-10-05,40.9599990844727
2015-10-06,41.5200004577637
2015-10-07,41.9799995422363
2015-10-08,42.0200004577637
2015-10-11,42
2015-10-12,41.6500015258789
2015-10-13,41.6800003051758
2015-10-14,41.9199981689453
2015-10-15,42.0200004577637
2015-10-18,41.9900016784668
2015-10-19,42.2900009155273
2015-10-20,42.189998626709
2015-10-21,43.2400016784668
2015-10-22,42.7900009155273
2015-10-25,42.5900001525879
2015-10-26,42.6100006103516
2015-10-27,42.7299995422363
2015-10-28,42.7900009155273
2015-10-29,42.3499984741211
2015-11-01,42.2400016784668
2015-11-02,42.1599998474121
2015-11-03,41.9700012207031
2015-11-04,42.3300018310547
2015-11-05,41.9599990844727
2015-11-08,41.5400009155273
2015-11-09,41.7700004577637
2015-11-10,42.0400009155273
2015-11-11,41.5800018310547
2015-11-12,41.3800010681152
2015-11-15,41.9599990844727
2015-11-16,41.6699981689453
2015-11-17,42.2799987792969
2015-11-18,43.1100006103516
2015-11-19,42.4300003051758
2015-11-22,42.9599990844727
2015-11-23,43.3600006103516
2015-11-24,43.3600006103516
2015-11-26,43.1500015258789
2015-11-29,42.6199989318848
2015-11-30,42.8899993896484
2015-12-01,42.7700004577637
2015-12-02,42.4599990844727
2015-12-03,43.2900009155273
2015-12-06,43.2000007629395
2015-12-07,43.0099983215332
2015-12-08,42.6599998474121
2015-12-09,42.7599983215332
2015-12-10,42.2700004577637
2015-12-13,42.4500007629395
2015-12-14,43.0699996948242
2015-12-15,43.8400001525879
2015-12-16,43.4900016784668
2015-12-17,42.5
2015-12-20,42.7799987792969
2015-12-21,43.2900009155273
2015-12-22,43.6699981689453
2015-12-23,43.5400009155273
2015-12-27,43.4900016784668
2015-12-28,43.7099990844727
2015-12-29,43.5699996948242
2015-12-30,42.9599990844727
2016-01-03,42.4000015258789
2016-01-04,42.5499992370605
2016-01-05,42.3199996948242
2016-01-06,41.6199989318848
2016-01-07,41.5099983215332
2016-01-10,41.5800018310547
2016-01-11,42.1199989318848
2016-01-12,41.8499984741211
2016-01-13,41.8800010681152
2016-01-14,41.5
2016-01-18,41.9199981689453
2016-01-19,41.3800010681152
2016-01-20,41.3899993896484
2016-01-21,42.060001373291
2016-01-24,42.1599998474121
2016-01-25,42.0800018310547
2016-01-26,42.0900001525879
2016-01-27,42.5699996948242
2016-01-28,42.9199981689453
2016-01-31,43
2016-02-01,42.439998626709
2016-02-02,42.7200012207031
2016-02-03,42.5299987792969
2016-02-04,42.439998626709
2016-02-07,42.6500015258789
2016-02-08,43.2999992370605
2016-02-09,42.5499992370605
2016-02-10,42.4099998474121
2016-02-11,43.1100006103516
2016-02-15,43.3600006103516
2016-02-16,43.4900016784668
2016-02-17,43.6100006103516
2016-02-18,43.7700004577637
2016-02-21,43.939998626709
2016-02-22,43.689998626709
2016-02-23,43.9099998474121
2016-02-24,44.1599998474121
2016-02-25,43.1399993896484
2016-02-28,43.1300010681152
2016-02-29,43.689998626709
2016-03-01,43.7700004577637
2016-03-02,43.9599990844727
2016-03-03,44.1100006103516
2016-03-06,44.0099983215332
2016-03-07,44.3199996948242
2016-03-08,44.810001373291
2016-03-09,45.2299995422363
2016-03-10,45.2000007629395
2016-03-13,45.2900009155273
2016-03-14,45.2400016784668
2016-03-15,45.0499992370605
2016-03-16,45.7700004577637
2016-03-17,45.5999984741211
2016-03-20,45.6699981689453
2016-03-21,45.5
2016-03-22,45.4599990844727
2016-03-23,45.5800018310547
2016-03-27,45.7999992370605
2016-03-28,46.4799995422363
2016-03-29,46.5800018310547
2016-03-30,46.3899993896484
2016-03-31,46.8300018310547
2016-04-03,46.8899993896484
2016-04-04,46.5299987792969
2016-04-05,46.7099990844727
2016-04-06,46.3600006103516
2016-04-07,46.8699989318848
2016-04-10,46.439998626709
2016-04-11,46.6500015258789
2016-04-12,46.0400009155273
2016-04-13,45.8300018310547
2016-04-14,46.0999984741211
2016-04-17,46.2200012207031
2016-04-18,46.5999984741211
2016-04-19,44.3699989318848
2016-04-20,43.6599998474121
2016-04-21,44.5400009155273
2016-04-24,44.7099990844727
2016-04-25,44.5299987792969
2016-04-26,44.6800003051758
2016-04-27,44.6300010681152
2016-04-28,44.7999992370605
2016-05-01,44.9799995422363
2016-05-02,44.8400001525879
2016-05-03,44.9799995422363
2016-05-04,45.060001373291
2016-05-05,45.3199996948242
2016-05-08,45.2400016784668
2016-05-09,45.75
2016-05-10,45.4599990844727
2016-05-11,45.8300018310547
2016-05-12,45.3499984741211
2016-05-15,45.6199989318848
2016-05-16,44.75
2016-05-17,44.4799995422363
2016-05-18,44.3199996948242
2016-05-19,43.9500007629395
2016-05-22,43.9700012207031
2016-05-23,44.3699989318848
2016-05-24,44.3800010681152
2016-05-25,44.689998626709
2016-05-26,44.7799987792969
2016-05-30,44.5999984741211
2016-05-31,44.7000007629395
2016-06-01,44.7200012207031
2016-06-02,45.0400009155273
2016-06-05,45.3699989318848
2016-06-06,45.3199996948242
2016-06-07,45.5499992370605
2016-06-08,45.7599983215332
2016-06-09,45.9900016784668
2016-06-12,45.1199989318848
2016-06-13,45.0400009155273
2016-06-14,45.0099983215332
2016-06-15,45.310001373291
2016-06-16,44.7900009155273
2016-06-19,44.9799995422363
2016-06-20,45.1300010681152
2016-06-21,44.8600006103516
2016-06-22,45.0800018310547
2016-06-23,43.9300003051758
2016-06-26,43.7799987792969
2016-06-27,44.1800003051758
2016-06-28,44.439998626709
2016-06-29,45.3300018310547
2016-06-30,45.1199989318848
2016-07-04,45.4300003051758
2016-07-05,45.2700004577637
2016-07-06,45.0900001525879
2016-07-07,45.3800010681152
2016-07-10,45.5699996948242
2016-07-11,45.5800018310547
2016-07-12,45.7400016784668
2016-07-13,45.689998626709
2016-07-14,45.6300010681152
2016-07-17,45.6300010681152
2016-07-18,45.6300010681152
2016-07-19,45.5099983215332
2016-07-20,45.4500007629395
2016-07-21,45.8300018310547
2016-07-24,45.5699996948242
2016-07-25,44.8800010681152
2016-07-26,43.4000015258789
2016-07-27,43.6500015258789
2016-07-28,43.6300010681152
2016-07-31,43.4500007629395
2016-08-01,43.5299987792969
2016-08-02,43.6399993896484
2016-08-03,43.5099983215332
2016-08-04,43.4799995422363
2016-08-07,43.439998626709
2016-08-08,43.4700012207031
2016-08-09,43.6100006103516
2016-08-10,43.75
2016-08-11,44.0299987792969
2016-08-14,44.2400016784668
2016-08-15,43.8300018310547
2016-08-16,44.060001373291
2016-08-17,44.0999984741211
2016-08-18,43.9199981689453
2016-08-21,43.7400016784668
2016-08-22,43.8499984741211
2016-08-23,43.8499984741211
2016-08-24,43.6699981689453
2016-08-25,43.3199996948242
2016-08-28,43.5400009155273
2016-08-29,43.2400016784668
2016-08-30,43.4300003051758
2016-08-31,43.3499984741211
2016-09-01,43.6599998474121
2016-09-05,43.7900009155273
2016-09-06,43.6399993896484
2016-09-07,43.6300010681152
2016-09-08,42.2700004577637
2016-09-11,43.189998626709
2016-09-12,42.2799987792969
2016-09-13,42.1100006103516
2016-09-14,42.3600006103516
2016-09-15,42.1399993896484
2016-09-18,42.0999984741211
2016-09-19,42.3400001525879
2016-09-20,42.5299987792969
2016-09-21,42.9599990844727
2016-09-22,42.7400016784668
2016-09-25,42.0499992370605
2016-09-26,42.5900001525879
2016-09-27,42.1500015258789
2016-09-28,42.0299987792969
2016-09-29,42.3199996948242
2016-10-02,42.0299987792969
2016-10-03,41.8400001525879
2016-10-04,41.810001373291
2016-10-05,41.7099990844727
2016-10-06,41.7299995422363
2016-10-09,41.7299995422363
2016-10-10,41.5400009155273
2016-10-11,41.7799987792969
2016-10-12,41.7599983215332
2016-10-13,41.6699981689453
2016-10-16,41.5999984741211
2016-10-17,41.9700012207031
2016-10-18,42.0499992370605
2016-10-19,41.9300003051758
2016-10-20,42.1300010681152
2016-10-23,42.560001373291
2016-10-24,42.5400009155273
2016-10-25,42.439998626709
2016-10-26,42.1199989318848
2016-10-27,42.2299995422363
2016-10-30,42.4000015258789
2016-10-31,42.1199989318848
2016-11-01,42.0499992370605
2016-11-02,42.0299987792969
2016-11-03,41.689998626709
2016-11-06,42.4599990844727
2016-11-07,42.8800010681152
2016-11-08,42.2700004577637
2016-11-09,40.939998626709
2016-11-10,41.0299987792969
2016-11-13,41.1699981689453
2016-11-14,41.439998626709
2016-11-15,41.2599983215332
2016-11-16,41.1199989318848
2016-11-17,40.9099998474121
2016-11-20,41.3600006103516
2016-11-21,41.3699989318848
2016-11-22,41.1199989318848
2016-11-24,41.5299987792969
2016-11-27,41.75
2016-11-28,41.1500015258789
2016-11-29,40.3499984741211
2016-11-30,40.1699981689453
2016-12-01,40.3600006103516
2016-12-04,40.6199989318848
2016-12-05,40.5699996948242
2016-12-06,41.2900009155273
2016-12-07,40.9799995422363
2016-12-08,42
2016-12-11,41.9000015258789
2016-12-12,41.7599983215332
2016-12-13,41.2099990844727
2016-12-14,41.5499992370605
2016-12-15,41.7400016784668
2016-12-18,41.6699981689453
2016-12-19,41.6599998474121
2016-12-20,41.5699996948242
2016-12-21,41.5499992370605
2016-12-22,41.5999984741211
2016-12-26,41.6100006103516
2016-12-27,41.3899993896484
2016-12-28,41.5999984741211
2016-12-29,41.4599990844727
2017-01-02,41.7999992370605
2017-01-03,41.6500015258789
2017-01-04,41.75
2017-01-05,41.7400016784668
2017-01-08,41.3199996948242
2017-01-09,41.0400009155273
2017-01-10,41.0499992370605
2017-01-11,40.9500007629395
2017-01-12,40.8800010681152
2017-01-16,41.2200012207031
2017-01-17,41.2900009155273
2017-01-18,41.1399993896484
2017-01-19,41.3199996948242
2017-01-22,41.4300003051758
2017-01-23,41.9000015258789
2017-01-24,42.1199989318848
2017-01-25,41.810001373291
2017-01-26,41.4500007629395
2017-01-29,41.3800010681152
2017-01-30,41.5699996948242
2017-01-31,41.2599983215332
2017-02-01,41.4000015258789
2017-02-02,41.5400009155273
2017-02-05,41.560001373291
2017-02-06,41.9000015258789
2017-02-07,42.0200004577637
2017-02-08,41.25
2017-02-09,40.5800018310547
2017-02-12,40.6199989318848
2017-02-13,40.5299987792969
2017-02-14,40.439998626709
2017-02-15,41.2000007629395
2017-02-16,41.2299995422363
2017-02-20,41.4599990844727
2017-02-21,41.5999984741211
2017-02-22,41.6599998474121
2017-02-23,41.7799987792969
2017-02-26,41.6699981689453
2017-02-27,41.9599990844727
2017-02-28,42.1599998474121
2017-03-01,42.4700012207031
2017-03-02,42.4799995422363
2017-03-05,42.1800003051758
2017-03-06,41.9900016784668
2017-03-07,41.9900016784668
2017-03-08,42.0299987792969
2017-03-09,42.2900009155273
2017-03-12,42.0299987792969
2017-03-13,41.9700012207031
2017-03-14,42.1199989318848
2017-03-15,42.25
2017-03-16,42.0299987792969
2017-03-19,42.1800003051758
2017-03-20,42.5
2017-03-21,42.3800010681152
2017-03-22,42.1699981689453
2017-03-23,42.1199989318848
2017-03-26,42.3199996948242
2017-03-27,42.4300003051758
2017-03-28,42.4199981689453
2017-03-29,42.5999984741211
2017-03-30,42.439998626709
2017-04-02,42.4099998474121
2017-04-03,42.6800003051758
2017-04-04,42.5699996948242
2017-04-05,42.6699981689453
2017-04-06,42.6100006103516
2017-04-09,42.689998626709
2017-04-10,42.6599998474121
2017-04-11,42.939998626709
2017-04-12,42.7900009155273
2017-04-16,43.0699996948242
2017-04-17,43.4799995422363
2017-04-18,43.2299995422363
2017-04-19,43.0900001525879
2017-04-20,43.0699996948242
2017-04-23,43.2799987792969
2017-04-24,43.1100006103516
2017-04-25,43.2400016784668
2017-04-26,43.0099983215332
2017-04-27,43.1500015258789
2017-04-30,43.2200012207031
2017-05-01,43.3899993896484
2017-05-02,43.3199996948242
2017-05-03,43.6599998474121
2017-05-04,43.689998626709
2017-05-07,43.8899993896484
2017-05-08,43.5099983215332
2017-05-09,43.5699996948242
2017-05-10,43.6699981689453
2017-05-11,43.5900001525879
2017-05-14,43.7299995422363
2017-05-15,43.8499984741211
2017-05-16,43.9300003051758
2017-05-17,43.7999992370605
2017-05-18,43.9000015258789
2017-05-21,44.1800003051758
2017-05-22,44.3899993896484
2017-05-23,45.0299987792969
2017-05-24,45.4099998474121
2017-05-25,45.3899993896484
2017-05-29,45.4300003051758
2017-05-30,45.4700012207031
2017-05-31,45.7900009155273
2017-06-01,45.8899993896484
2017-06-04,45.9900016784668
2017-06-05,45.9799995422363
2017-06-06,45.5099983215332
2017-06-07,45.1300010681152
2017-06-08,45.3199996948242
2017-06-11,45.3300018310547
2017-06-12,45.0299987792969
2017-06-13,45.2999992370605
2017-06-14,45.25
2017-06-15,45.310001373291
2017-06-18,45.3800010681152
2017-06-19,45.6100006103516
2017-06-20,45.2200012207031
2017-06-21,45.0699996948242
2017-06-22,45.25
2017-06-25,45.4300003051758
2017-06-26,45.0499992370605
2017-06-27,45.3199996948242
2017-06-28,44.8300018310547
2017-06-29,44.8499984741211
2017-07-02,44.7599983215332
2017-07-04,44.8199996948242
2017-07-05,44.4000015258789
2017-07-06,44.3899993896484
2017-07-09,44.3800010681152
2017-07-10,44.3300018310547
2017-07-11,44.5099983215332
2017-07-12,44.4300003051758
2017-07-13,44.6800003051758
2017-07-16,44.7299995422363
2017-07-17,44.6699981689453
2017-07-18,44.8300018310547
2017-07-19,44.8199996948242
2017-07-20,45.0299987792969
2017-07-23,44.8400001525879
2017-07-24,45.2400016784668
2017-07-25,45.7400016784668
2017-07-26,46.1199989318848
2017-07-27,46.0099983215332
2017-07-30,45.8400001525879
2017-07-31,45.7000007629395
2017-08-01,45.5900001525879
2017-08-02,45.6699981689453
2017-08-03,45.5
2017-08-06,45.6399993896484
2017-08-07,45.5999984741211
2017-08-08,45.5900001525879
2017-08-09,45.7400016784668
2017-08-10,45.5900001525879
2017-08-13,45.7999992370605
2017-08-14,46.189998626709
2017-08-15,46.2000007629395
2017-08-16,45.8600006103516
2017-08-17,45.6699981689453
2017-08-20,45.6800003051758
2017-08-21,45.5999984741211
2017-08-22,45.5400009155273
2017-08-23,45.4099998474121
2017-08-24,45.5699996948242
2017-08-27,45.4199981689453
2017-08-28,45.4500007629395
2017-08-29,45.3899993896484
2017-08-30,45.5499992370605
2017-08-31,45.7799987792969
2017-09-04,45.9199981689453
2017-09-05,45.9599990844727
2017-09-06,46.2799987792969
2017-09-07,46.2999992370605
2017-09-10,46.5200004577637
2017-09-11,46.7200012207031
2017-09-12,46.8699989318848
2017-09-13,46.1100006103516
2017-09-14,46.1800003051758
2017-09-17,46.1100006103516
2017-09-18,45.9799995422363
2017-09-19,45.7799987792969
2017-09-20,45.4000015258789
2017-09-21,45.4900016784668
2017-09-24,45.689998626709
2017-09-25,45.5699996948242
2017-09-26,44.6399993896484
2017-09-27,44.9099998474121
2017-09-28,45.0099983215332
2017-10-01,44.7999992370605
2017-10-02,45.189998626709
2017-10-03,45.5
2017-10-04,45.5200004577637
2017-10-05,45.4900016784668
2017-10-08,45.4099998474121
2017-10-09,45.8699989318848
2017-10-10,46.0999984741211
2017-10-11,46.1100006103516
2017-10-12,46.1800003051758
2017-10-15,46.6199989318848
2017-10-16,46.5200004577637
2017-10-17,46.4000015258789
2017-10-18,46.5900001525879
2017-10-19,46.3800010681152
2017-10-22,46.3199996948242
2017-10-23,46.1800003051758
2017-10-24,46.0499992370605
2017-10-25,46.2299995422363
2017-10-26,46.0699996948242
2017-10-29,45.8600006103516
2017-10-30,45.9799995422363
2017-10-31,45.7999992370605
2017-11-01,45.8800010681152
2017-11-02,45.9700012207031
2017-11-05,45.4700012207031
2017-11-06,45.939998626709
2017-11-07,46.1800003051758
2017-11-08,46.2299995422363
2017-11-09,46.5400009155273
2017-11-12,46.7200012207031
2017-11-13,47.4300003051758
2017-11-14,46.810001373291
2017-11-15,46.5499992370605
2017-11-16,45.7099990844727
2017-11-19,45.4599990844727
2017-11-20,45.7799987792969
2017-11-21,45.8400001525879
2017-11-23,45.8800010681152
2017-11-26,45.9000015258789
